Previous response had warnings:
WARNINGS: - Extra text detected before JSON object

New Terminal Output:
root@e8b4f57c208e:/app# ls -la
total 4
drwxr-xr-x 1 root root  32 Jun 24 11:01 .
drwxr-xr-x 1 root root  57 Jul  8 13:20 ..
drwxr-xr-x 1 root root  40 Jul  8 11:28 john
-rwxrwxr-x 1 root root 215 Jun 24 11:01 secrets.7z
root@e8b4f57c208e:/app# ls -la /app/john/run/
total 82696
drwxr-xr-x 1 root root     4096 Jul  8 11:31 .
drwxr-xr-x 1 root root       40 Jul  8 11:28 ..
-rwxr-xr-x 1 root root    11545 Jul  8 11:28 1password2john.py
-rwxr-xr-x 1 root root    97726 Jul  8 11:28 7z2john.pl
-rwxr-xr-x 1 root root    26197 Jul  8 11:28 DPAPImk2john.py
-rwxr-xr-x 1 root root     3800 Jul  8 11:28 adxcsouf2john.py
-rwxr-xr-x 1 root root     2729 Jul  8 11:28 aem2john.py
-rwxr-xr-x 1 root root      894 Jul  8 11:28 aix2john.pl
-rwxr-xr-x 1 root root     1958 Jul  8 11:28 aix2john.py
-rw-r--r-- 1 root root  4086722 Jul  8 11:28 alnum.chr
-rw-r--r-- 1 root root  4174257 Jul  8 11:28 alnumspace.chr
-rw-r--r-- 1 root root  1950539 Jul  8 11:28 alpha.chr
-rwxr-xr-x 1 root root     1368 Jul  8 11:28 andotp2john.py
-rwxr-xr-x 1 root root     3455 Jul  8 11:28 androidbackup2john.py
-rwxr-xr-x 1 root root     7471 Jul  8 11:28 androidfde2john.py
-rwxr-xr-x 1 root root     1758 Jul  8 11:28 ansible2john.py
-rwxr-xr-x 1 root root      731 Jul  8 11:28 apex2john.py
-rwxr-xr-x 1 root root     2140 Jul  8 11:28 apop2john.py
-rwxr-xr-x 1 root root     2074 Jul  8 11:28 applenotes2john.py
-rwxr-xr-x 1 root root     1447 Jul  8 11:28 aruba2john.py
-rw-r--r-- 1 root root  5720262 Jul  8 11:28 ascii.chr
-rwxr-xr-x 1 root root      614 Jul  8 11:28 atmail2john.pl
-rwxr-xr-x 1 root root     6299 Jul  8 11:28 axcrypt2john.py
lrwxrwxrwx 1 root root        4 Jul  8 11:31 base64conv -> john
-rwxr-xr-x 1 root root    10577 Jul  8 11:28 benchmark-unify
-rwxr-xr-x 1 root root    10174 Jul  8 11:28 bestcrypt2john.py
-rwxr-xr-x 1 root root     2314 Jul  8 11:28 bestcryptve2john.py
drwxr-xr-x 2 root root     4096 Jul  8 11:28 bip-0039
-rwxr-xr-x 1 root root     9421 Jul  8 11:28 bitcoin2john.py
-rwxr-xr-x 1 root root   206872 Jul  8 11:31 bitlocker2john
-rwxr-xr-x 1 root root    10001 Jul  8 11:28 bitlocker2john.py
-rwxr-xr-x 1 root root     2725 Jul  8 11:28 bitshares2john.py
-rwxr-xr-x 1 root root     4315 Jul  8 11:28 bitwarden2john.py
-rwxr-xr-x 1 root root     7754 Jul  8 11:28 bks2john.py
-rwxr-xr-x 1 root root     2940 Jul  8 11:28 blockchain2john.py
-rwxr-xr-x 1 root root    26864 Jul  8 11:31 calc_stat
-rwxr-xr-x 1 root root     2057 Jul  8 11:28 cardano2john.py
-rwxr-xr-x 1 root root    26774 Jul  8 11:28 ccache2john.py
drwxr-xr-x 2 root root     4096 Jul  8 11:28 ccl_chrome_indexeddb
-rwxr-xr-x 1 root root     7054 Jul  8 11:28 cisco2john.pl
-rwxr-xr-x 1 root root      898 Jul  8 11:28 codepage.pl
-rwxr-xr-x 1 root root     2830 Jul  8 11:28 coinomi2john.py
-rwxr-xr-x 1 root root   106848 Jul  8 11:31 cprepair
